koi_prad,koi_period,koi_steff,koi_srad,koi_depth,koi_duration,koi_model_snr,koi_disposition
1.83,4.22865217,5966.0,1.499,150.0,3.3275,41.5,CONFIRMED
1.91,5.45849914,5914.0,1.135,255.9,4.0448,72.0,CONFIRMED
0.59,1.99638423,6249.0,1.076,29.4,2.4,6.2,FALSE POSITIVE
2.11,62.060783,5526.0,0.784,472.9,28.203,19.9,FALSE POSITIVE
2.2,10.30067919,6157.0,1.33,271.8,4.885,16.4,CONFIRMED
3.19,42.9136635,6049.0,2.483,160.6,5.227,18.2,CONFIRMED
101.13,210.30644361,7591.0,2.017,46455.0,6.68665,1081.7,FALSE POSITIVE
1.07,5.26648126,6204.0,1.065,97.8,1.964,16.0,FALSE POSITIVE
1.71,16.9341628,6321.0,1.125,207.8,3.94,7.2,FALSE POSITIVE
0.97,4.73292061,5595.0,0.796,151.6,1.746,15.5,CANDIDATE
40.6,2.399081606,5780.0,1.0,6071.6,4.384,89.9,FALSE POSITIVE
1.57,9.549277089,3547.0,0.369,1826.9,1.5832,112.2,CONFIRMED
2.66,91.95723,5854.0,1.528,308.4,10.471,12.3,CANDIDATE
55.22,53.220416998,5653.0,2.057,72895.0,17.7344,4563.5,FALSE POSITIVE
3.59,59.6585348,5243.0,0.831,1043.8,5.514,21.2,CANDIDATE
5.34,24.66461416,5188.0,0.973,2398.8,2.8579,56.7,CONFIRMED
3.54,3.275821982,6185.0,1.972,274.9,3.0427,64.4,CONFIRMED
0.46,5.518195,5767.0,0.881,27.1,1.81,5.2,CANDIDATE
1.42,9.36059705,5677.0,0.828,236.5,3.2069,42.0,CONFIRMED
2.29,1.061932545,6134.0,1.851,133.6,2.1429,80.2,FALSE POSITIVE
30.76,6.256352128,5772.0,0.836,3289.3,2.3512,120.4,FALSE POSITIVE
5.94,285.374561,5142.0,2.756,482.3,4.865,13.7,CANDIDATE
14.39,37.590298548,6147.0,1.003,19939.0,4.3855,929.0,FALSE POSITIVE
5.86,23.20579353,5460.0,3.231,342.5,4.3243,46.9,CONFIRMED
1.18,2.29503515,5637.0,0.909,172.1,1.654,11.6,CONFIRMED
3.7,6.230335,5477.0,0.865,1449.2,1.6493,31.6,CANDIDATE
2.62,21.2360024,6035.0,2.559,104.4,4.019,15.7,CANDIDATE
2.41,9.93146307,5782.0,1.22,398.6,5.678,26.2,CONFIRMED
0.61,4.72693131,5950.0,1.196,26.2,4.036,11.5,CANDIDATE
2.32,17.46087931,5103.0,0.787,812.4,2.2641,22.6,CONFIRMED
2.83,54.4183827,5455.0,0.927,874.8,4.507,25.8,CONFIRMED
2.39,37.9962369,6038.0,1.191,403.7,6.7751,37.8,CONFIRMED
2.56,234.635652,5422.0,0.885,868.5,6.965,26.7,CANDIDATE
94.1,38.058140058,6894.0,1.419,308870.0,8.82403,3602.0,FALSE POSITIVE
1.0,5.4398033,6108.0,1.08,85.5,3.256,8.4,CANDIDATE
2.43,10.56137217,5610.0,1.171,238.4,3.2645,21.7,CONFIRMED
1.64,432.96732,4403.0,0.576,866.0,10.85,10.0,FALSE POSITIVE
3.04,10.27532513,6150.0,2.086,209.7,6.3093,99.5,CANDIDATE
12.62,5.910371418,6200.0,0.958,17219.0,3.88962,990.3,CANDIDATE
3.04,37.8145252,5988.0,1.314,412.5,9.109,57.9,CONFIRMED
1.07,3.6972959,6313.0,1.594,19.7,21.335,23.6,FALSE POSITIVE
1.53,611.09299,6032.0,0.929,270.0,15.22,12.2,FALSE POSITIVE
2.25,3.833087643,5397.0,0.831,461.4,1.51,40.2,CONFIRMED
48.61,1.922009494,5880.0,1.087,6547.8,3.101,284.4,FALSE POSITIVE
4.03,17.58751692,5433.0,1.107,1377.8,4.3773,109.4,CONFIRMED
2.27,3.42064689,5370.0,0.966,356.8,1.767,13.9,CANDIDATE
1.69,8.30537702,5435.0,0.873,365.6,3.751,28.5,CONFIRMED
1.05,2.71603664,6011.0,1.041,98.5,1.744,13.1,CONFIRMED
1.85,11.30123036,5730.0,1.122,277.1,4.022,18.5,CONFIRMED
2.18,35.502865,5528.0,1.839,115.9,8.149,11.0,CANDIDATE
3.0,23.58444746,5655.0,1.354,429.2,5.5545,42.8,CONFIRMED
3.21,0.934885365,4777.0,1.795,270.4,1.4083,57.8,CONFIRMED
51.9,20.726069913,6011.0,0.902,118860.0,6.47393,1216.8,FALSE POSITIVE
774.73,20.2944118,5865.0,0.918,453.9,0.357,5.6,CANDIDATE
3.27,9.61375316,5997.0,1.11,797.9,4.654,108.6,CONFIRMED
3.36,7.41683033,4938.0,3.324,72.6,7.274,20.6,CONFIRMED
2.68,6.88595222,5616.0,0.999,428.5,4.148,34.5,CONFIRMED
1.82,1.729367077,5227.0,0.838,484.4,1.7442,44.7,CONFIRMED
164.61,3.269176601,6372.0,1.015,59095.0,2.7233,515.5,FALSE POSITIVE
1.11,5.60473115,5401.0,0.777,210.0,2.885,11.9,CANDIDATE
42.58,17.329965871,5079.0,0.683,252720.0,8.43812,1938.7,FALSE POSITIVE
1680.99,121.0598037,3942.0,60.688,1563.0,3.112,16.6,FALSE POSITIVE
16.24,2.535389624,5488.0,0.706,418.1,2.902,27.3,FALSE POSITIVE
5.04,80.9669561,5611.0,0.737,4733.0,2.5276,52.0,CANDIDATE
1.75,76.0498163,5251.0,0.849,445.9,7.158,17.4,CONFIRMED
0.87,1.937029968,4042.0,0.49,312.3,1.4727,42.8,CONFIRMED
1.36,7.81100952,5395.0,1.071,126.7,3.231,15.8,CONFIRMED
6.77,0.592243731,4920.0,0.591,3992.4,1.386,303.8,FALSE POSITIVE
9.66,67.176626864,3391.0,0.311,1689.9,3.1147,5.9,CANDIDATE
1.39,17.9134215,5435.0,0.873,197.8,4.364,11.4,CONFIRMED
2.01,545.54618,6432.0,1.476,177.7,6.944,9.0,FALSE POSITIVE
1.79,0.927859786,4815.0,0.699,515.3,1.4279,99.8,CONFIRMED
164.61,3.269176601,6372.0,1.015,59095.0,2.7233,515.5,FALSE POSITIVE
0.88,13.5164708,5442.0,0.747,140.1,2.628,7.1,CANDIDATE
1.4,6.96352699,6040.0,1.686,68.1,3.192,17.4,CANDIDATE
1.49,12.4019263,5555.0,0.832,211.1,4.043,9.5,CANDIDATE
1.97,13.97945055,5191.0,0.826,356.1,1.2325,17.1,CANDIDATE
121.59,14.658013949,5146.0,1.626,129640.0,3.03316,3361.5,FALSE POSITIVE
1.9,12.2476121,5741.0,0.956,402.7,3.209,6.8,CONFIRMED
0.73,3.10762684,4908.0,0.782,77.2,2.361,15.6,CONFIRMED
1.69,578.88761,6180.0,1.917,76.8,18.521,15.1,CANDIDATE
2.06,253.790434,5426.0,0.85,604.0,3.702,6.4,FALSE POSITIVE
2.02,5.1581317,5155.0,3.355,37.9,7.773,13.0,CANDIDATE
1.29,3.554856338,6068.0,0.831,232.9,2.1004,40.8,CONFIRMED
4.15,26.6565737,5159.0,3.062,163.4,4.954,18.8,CANDIDATE
0.14,1.26132769,2900.0,0.132,109.7,1.244,9.9,FALSE POSITIVE
5.96,131.68018,6468.0,1.302,2067.0,14.73,9.2,FALSE POSITIVE
2.61,23.1985852,5416.0,1.756,224.7,9.821,28.2,CONFIRMED
2.56,16.08786246,5506.0,0.914,612.5,3.095,63.7,CONFIRMED
2.13,6.89226333,5862.0,1.463,214.4,2.4921,22.4,CONFIRMED
1.32,4.86638504,5688.0,1.111,143.8,2.296,17.1,CONFIRMED
2.72,22.24814617,5629.0,0.943,613.7,4.1483,74.2,CONFIRMED
2.1,551.22396,5691.0,0.887,570.7,5.896,17.2,CANDIDATE
2.03,5.19492747,6415.0,1.224,272.9,3.167,16.5,CONFIRMED
0.8,37.078668,5120.0,0.65,147.4,4.403,6.9,FALSE POSITIVE
1.64,436.18813,6499.0,1.497,118.0,11.35,8.7,CANDIDATE
1.49,8.2344072,6148.0,1.741,59.2,2.808,11.5,FALSE POSITIVE
2.56,8.67890312,5509.0,1.116,540.6,3.5317,37.4,CONFIRMED
2.52,148.179343,5635.0,1.183,466.6,12.733,12.5,CANDIDATE
7.27,4.7425521,6161.0,1.053,3583.0,1.11,10.9,CANDIDATE
1.22,33.8938177,5818.0,0.848,205.1,2.012,6.8,FALSE POSITIVE
1.09,12.1097626,5437.0,0.739,113.9,10.174,28.2,FALSE POSITIVE
1.32,130.110715,5960.0,0.828,251.9,2.227,6.4,FALSE POSITIVE
1.26,5.90260586,4960.0,0.707,337.7,1.832,8.2,CANDIDATE
0.35,0.643007769,3925.0,0.421,68.1,0.69,10.3,FALSE POSITIVE
0.78,1.213770423,3292.0,0.148,1821.0,0.5532,111.4,CONFIRMED
0.68,0.968065631,5367.0,0.687,92.5,1.772,14.0,FALSE POSITIVE
1.34,2.35574505,4915.0,0.812,266.9,1.796,17.0,CANDIDATE
2.24,18.9763286,5300.0,0.986,329.8,2.379,11.0,CANDIDATE
4.4,529.39169,5283.0,2.504,319.9,10.869,12.1,CANDIDATE
1.79,4.02582434,5509.0,1.116,265.3,2.8059,23.9,CONFIRMED
2.66,219.20579,6990.0,1.785,207.8,14.5,15.2,CANDIDATE
9.06,169.4976085,5270.0,0.787,12192.0,7.77,82.8,CANDIDATE
1.16,0.928310036,4109.0,0.602,376.2,1.1899,22.6,CONFIRMED
1.37,32.669962587,4871.0,0.741,365.4,3.581,6.2,FALSE POSITIVE
4.3,15.43400996,5900.0,0.951,1785.9,4.2572,59.7,CANDIDATE
1.87,13.15140223,6154.0,1.636,97.8,5.439,25.5,CONFIRMED
2.16,24.8056775,5600.0,0.872,624.4,6.148,39.4,CONFIRMED
2.19,10.04556377,5632.0,0.853,671.4,3.2027,66.5,CONFIRMED
2.49,171.028691,6123.0,1.252,394.2,11.784,13.1,CANDIDATE
11.82,0.743495989,5345.0,0.686,172.8,2.255,26.0,FALSE POSITIVE
2.96,34.0607677,5910.0,0.94,818.9,2.471,20.5,CONFIRMED
1.31,6.76690759,5103.0,0.789,249.3,1.7062,29.7,CONFIRMED
4.02,38.5576546,5775.0,1.053,993.0,5.794,39.7,CONFIRMED
1.39,20.1890396,6178.0,1.267,112.1,6.251,15.0,CANDIDATE
0.72,2.71772323,5135.0,0.874,70.3,3.22,9.3,CANDIDATE
2.11,27.495634,5657.0,0.911,483.3,4.858,24.7,CONFIRMED
1.13,0.669310092,5475.0,1.003,131.8,1.6274,75.3,CONFIRMED
1.13,1.632916419,4979.0,0.803,209.2,1.5599,31.0,CONFIRMED
26.35,0.293630085,5665.0,0.843,2017.7,2.3857,170.0,FALSE POSITIVE
3.73,76.5369531,5596.0,1.466,652.2,5.574,17.7,CONFIRMED
0.69,0.969602551,4856.0,0.66,111.0,1.728,10.4,FALSE POSITIVE
1.61,19.7383992,5903.0,1.156,168.1,4.894,20.3,CONFIRMED
3.14,15.92108138,5595.0,0.82,716.8,1.5443,16.1,CANDIDATE
1.69,3.38080537,6072.0,1.193,200.9,3.275,11.6,CANDIDATE
11.26,12.874712426,5963.0,1.424,3860.7,2.2491,218.5,CONFIRMED
4.61,3.750832927,5776.0,0.95,2397.9,1.9457,212.5,CONFIRMED
3.21,8.29084167,5103.0,0.787,1033.9,3.613,34.7,CONFIRMED
4.39,15.3902613,5649.0,4.994,76.8,3.431,9.4,CANDIDATE
1.85,31.0572947,5395.0,0.734,636.6,3.401,15.8,CONFIRMED
16.51,7.794302043,5494.0,0.982,3387.4,1.1081,159.2,CONFIRMED
0.98,14.7966306,6175.0,1.307,56.1,5.613,22.4,CONFIRMED
9.5,7.95445779,6217.0,1.196,6269.4,4.6012,228.4,CANDIDATE
29.27,0.962827066,6534.0,3.028,86.3,4.48,28.7,FALSE POSITIVE
2.95,187.746606,5303.0,0.753,1583.0,5.885,20.2,CONFIRMED
1.71,10.80487163,6092.0,0.998,292.7,2.7215,27.4,FALSE POSITIVE
1.44,40.9882124,6705.0,1.174,145.8,3.599,11.3,CANDIDATE
1.95,8.50339249,5877.0,1.265,188.9,2.9569,28.5,CONFIRMED
1.16,5.69919592,5646.0,0.932,159.4,2.3906,35.3,CONFIRMED
16.26,119.40817159,5316.0,0.872,18563.0,9.3537,508.4,FALSE POSITIVE
0.85,5.10110666,5574.0,1.065,65.1,2.657,19.5,CONFIRMED
1.21,3.543919702,3879.0,0.537,507.0,1.8717,38.2,CONFIRMED
2.35,9.9092109,5396.0,0.702,942.0,2.552,6.4,CANDIDATE
1.38,5.841636615,3526.0,0.383,1336.3,1.8734,41.1,CONFIRMED
0.72,3.48754109,5252.0,0.783,85.1,1.811,7.3,CANDIDATE
2.61,411.8969,6362.0,1.144,502.8,6.203,8.5,CANDIDATE
2.14,568.08251,5359.0,0.95,508.3,13.608,18.1,FALSE POSITIVE
0.98,66.713573,6745.0,1.182,63.9,4.487,6.7,FALSE POSITIVE
2.84,59.7371443,5970.0,1.2,566.4,8.0006,43.5,CONFIRMED
2.4,60.0853848,6028.0,1.047,432.2,7.007,51.7,CONFIRMED
3.15,29.5422566,5510.0,0.803,879.9,13.902,39.5,CANDIDATE
54.72,61.25964956,5912.0,0.889,233260.0,12.1777,880.3,FALSE POSITIVE
55.44,1.824653341,6413.0,0.941,176740.0,4.25512,1833.7,FALSE POSITIVE
1.12,0.621361411,6234.0,1.66,45.0,1.0628,24.6,FALSE POSITIVE
69.66,10.303356001,5497.0,0.9,520070.0,5.98633,2039.1,FALSE POSITIVE
2.95,21.67699193,4954.0,0.828,857.2,3.4555,34.3,CONFIRMED
1.11,5.60473115,5401.0,0.777,210.0,2.885,11.9,CANDIDATE
68.75,38.13853099,6481.0,2.343,1230.2,3.8617,58.9,CANDIDATE
9.09,160.88451966,5650.0,1.044,7590.4,10.8771,526.1,CONFIRMED
3.41,323.159363,5251.0,1.811,368.6,2.427,7.4,FALSE POSITIVE
1.52,0.520222869,5776.0,0.889,269.5,1.2216,28.9,FALSE POSITIVE
50.41,0.504296702,6140.0,1.187,5995.4,1.4145,231.8,FALSE POSITIVE
12.44,0.98376204,6431.0,5.294,55.0,10.052,25.2,FALSE POSITIVE
1.9,9.06687613,5142.0,0.789,367.2,3.381,14.6,CONFIRMED
0.89,1.105095798,5296.0,0.752,141.7,2.624,17.4,FALSE POSITIVE
14.32,3.401949837,7094.0,2.17,2477.0,16.5797,304.0,FALSE POSITIVE
1.01,4.79029482,5412.0,0.843,142.0,2.7219,23.1,CONFIRMED
1.52,7.33685101,5795.0,0.848,325.8,3.548,21.6,CONFIRMED
0.96,4.48538145,5654.0,0.737,168.1,2.297,8.2,CANDIDATE
1.9,9.66857386,5288.0,0.836,411.7,2.4656,36.9,CONFIRMED
2.19,59.8780258,4016.0,0.599,1419.1,4.8027,51.8,CONFIRMED
1.27,8.92114318,6052.0,1.202,110.8,3.933,15.3,CONFIRMED
2.12,6.17998508,5149.0,0.791,750.5,2.1094,29.0,CONFIRMED
1.64,212.60398,5834.0,1.207,188.5,5.74,7.1,CANDIDATE
36.72,1.51264208,5258.0,0.811,23842.0,1.871,262.6,FALSE POSITIVE
4.22,281.35877,6049.0,2.522,278.5,7.74,6.2,FALSE POSITIVE
3.38,61.0373591,6309.0,1.614,437.5,8.378,40.2,CONFIRMED
2.57,12.69104387,5869.0,1.626,252.1,3.7727,60.2,CONFIRMED
79.4,1.928420823,6615.0,1.326,191240.0,3.8253,438.3,FALSE POSITIVE
1.77,38.2856338,5616.0,0.999,322.8,6.512,15.0,CONFIRMED
1.84,380.39474,5772.0,0.745,603.0,10.775,8.6,CANDIDATE
1.58,20.30652862,4121.0,0.553,715.4,2.8014,60.8,CONFIRMED
2.95,37.8034121,5329.0,0.819,678.1,4.641,20.2,CANDIDATE
2.37,39.7529915,6072.0,1.01,549.3,4.9641,40.9,CANDIDATE
30.33,4.045057186,5906.0,0.87,752.7,2.9954,62.2,FALSE POSITIVE
20.83,18.55581565,5988.0,8.841,565.9,5.372,33.2,CANDIDATE
1.91,10.06524317,4077.0,0.56,1053.3,1.369,30.3,CONFIRMED
1.63,0.839961456,4932.0,0.718,492.9,1.3008,35.1,CANDIDATE
6.14,6.96704926,6303.0,3.53,213.7,3.73,18.6,CONFIRMED
2.7,40.715561,6297.0,1.031,680.9,6.894,28.9,CANDIDATE
2.41,20.31047472,6065.0,1.877,164.6,5.3357,46.1,CONFIRMED
0.7,2.31610674,6025.0,1.193,33.6,3.347,13.0,FALSE POSITIVE
1.36,6.07032548,5076.0,0.763,311.6,1.341,11.9,CANDIDATE
162.84,11.2570616,6915.0,1.875,690240.0,29.059,655.2,FALSE POSITIVE
1.12,12.4237327,5221.0,2.067,30.1,18.15,20.1,FALSE POSITIVE
1.81,11.17931581,6292.0,1.873,90.6,3.103,12.0,CONFIRMED
29.32,5.746017234,5940.0,0.96,29236.0,3.6347,393.9,FALSE POSITIVE
1.98,1.078389713,5325.0,0.985,300.5,1.3394,23.6,CONFIRMED
1.82,5.65378163,5988.0,0.934,366.8,1.9483,37.8,CONFIRMED
89.29,6.80899076,4992.0,0.854,1192.0,2.077,11.5,CANDIDATE
1.3,6.88707073,5788.0,1.474,68.7,4.4679,38.2,CONFIRMED
0.88,0.643468999,5670.0,0.843,108.0,1.1108,19.6,FALSE POSITIVE
0.95,9.74048508,5051.0,0.721,121.4,1.6993,25.8,CONFIRMED
2.04,22.2420032,5979.0,2.164,63.5,7.532,16.2,CONFIRMED
30.09,4.64090031,6463.0,0.826,2450.6,35.512,296.9,FALSE POSITIVE
1.68,74.833577,5933.0,1.807,86.4,3.247,6.4,CANDIDATE
1.09,384.847556,5579.0,0.798,189.9,9.969,12.3,CONFIRMED
72.9,5.682410334,5897.0,1.196,220420.0,5.33373,2041.6,FALSE POSITIVE
406.97,6.096030635,7598.0,2.692,901660.0,18.4531,4885.3,FALSE POSITIVE
2.94,495.51899,6043.0,1.634,297.6,3.592,6.6,CANDIDATE
1.16,17.2653659,6388.0,1.402,67.9,5.02,13.9,CONFIRMED
1.42,4.4158933,5977.0,1.022,191.1,1.155,5.8,FALSE POSITIVE
1.56,11.16622885,5552.0,0.836,353.9,3.389,13.6,CANDIDATE
0.93,2.23755641,6026.0,0.924,101.1,2.089,7.3,FALSE POSITIVE
2.66,12.42592675,5952.0,0.971,410.3,29.1701,63.7,FALSE POSITIVE
2.01,7.40742502,5922.0,0.961,442.0,3.675,23.1,CONFIRMED
12.04,2.688899233,4820.0,0.639,37492.0,2.11275,1011.6,CANDIDATE
0.79,1.752450163,5779.0,0.99,55.5,3.0255,3.4,FALSE POSITIVE
21.58,27.32204488,5620.0,0.772,77474.0,5.6716,3622.7,FALSE POSITIVE
0.75,11.1438086,6095.0,1.11,41.7,7.905,10.9,CANDIDATE
4.44,30.2111162,5132.0,4.732,92.6,4.202,6.5,FALSE POSITIVE
1.22,3.00912491,5713.0,0.893,191.4,2.228,16.5,CONFIRMED
24.93,17.042155208,6197.0,1.035,55165.0,7.80412,2046.2,FALSE POSITIVE
1.38,35.9216912,5161.0,0.829,221.3,0.585,5.6,FALSE POSITIVE
91.3,2.181555909,6584.0,1.246,85407.0,4.41739,1548.2,FALSE POSITIVE
0.9,0.858285844,5945.0,1.346,43.4,1.799,10.8,FALSE POSITIVE
0.72,3.48754109,5252.0,0.783,85.1,1.811,7.3,CANDIDATE
1.99,72.563291,5780.0,1.0,332.3,3.088,6.4,FALSE POSITIVE
1.95,28.7796446,6000.0,1.044,253.2,8.349,36.5,CONFIRMED
1.97,583.8531,5591.0,0.86,491.0,5.09,5.4,CANDIDATE
0.62,0.566801506,6398.0,1.111,29.5,1.738,19.2,FALSE POSITIVE
2.54,70.2780911,5955.0,0.91,781.6,2.466,14.9,CANDIDATE
46.0,3.564614021,5891.0,0.892,94342.0,3.44204,728.8,FALSE POSITIVE
0.89,2.9926465,5718.0,0.863,105.9,1.81,16.1,FALSE POSITIVE
2.11,27.495634,5657.0,0.911,483.3,4.858,24.7,CONFIRMED
1.55,6.26404774,5032.0,0.817,378.7,2.39,20.1,CONFIRMED
2.21,169.135056,5171.0,0.801,640.7,8.931,24.5,CANDIDATE
1.49,388.67155,5354.0,0.788,371.3,11.701,10.1,FALSE POSITIVE
3.25,2.508057497,4780.0,0.761,1507.6,1.1134,312.7,CONFIRMED
24.39,0.644322147,5136.0,0.612,1076.6,0.893,79.6,CANDIDATE
2.24,13.76710058,5001.0,0.76,684.8,2.9105,41.6,CONFIRMED
2.21,169.135056,5171.0,0.801,640.7,8.931,24.5,CANDIDATE
1.21,14.6672293,5677.0,0.828,198.1,3.742,30.5,CONFIRMED
4.45,1.902208647,5400.0,0.937,2343.5,2.19877,363.2,CONFIRMED
1.08,1.97507424,6065.0,0.947,130.5,2.61,15.0,CANDIDATE
12.62,42.2625935,5432.0,3.581,692.2,4.465,40.7,FALSE POSITIVE
0.93,7.7529342,5975.0,1.072,72.1,5.072,9.2,CANDIDATE
1.05,5.65245733,5159.0,0.8,121.0,2.062,11.7,CANDIDATE
2.56,11.90352088,6063.0,1.001,633.0,4.297,47.2,CONFIRMED
1.23,398.51312,5776.0,0.759,249.2,5.41,5.9,CANDIDATE
2.03,643.4528,5649.0,0.845,585.1,9.346,10.2,FALSE POSITIVE
1.96,19.57783279,5620.0,0.884,432.6,1.9857,37.2,CANDIDATE
1.44,4.24153629,5776.0,1.047,188.1,2.971,18.0,CONFIRMED
1.01,3.43861067,5383.0,1.401,46.8,1.264,9.5,CANDIDATE
1.53,15.87360981,5656.0,0.737,415.6,3.5246,38.4,CONFIRMED
1.2,6.15828666,5710.0,1.524,57.7,6.329,16.4,CANDIDATE
2.97,0.681180633,4939.0,2.377,156.4,0.8844,16.6,CANDIDATE
1.24,23.08902241,3846.0,0.503,598.3,1.7012,57.4,CONFIRMED
20.75,6.78341325,5096.0,8.769,501.2,3.5437,35.3,CANDIDATE
14.59,3.522498429,6225.0,1.451,9145.7,3.19843,1741.5,CONFIRMED
0.68,3.87594316,5713.0,0.893,58.6,2.314,14.2,CONFIRMED
2.4,0.469334634,5888.0,1.008,340.4,0.8864,49.1,CANDIDATE
1.93,18.01019956,5931.0,1.101,177.7,3.516,43.4,CONFIRMED
1.18,45.9029768,4499.0,0.639,361.8,5.0041,42.9,CONFIRMED
1.27,0.566799833,5488.0,0.789,198.0,5.543,54.0,FALSE POSITIVE
1.81,623.70774,6626.0,1.132,250.9,6.688,10.2,CANDIDATE
0.93,1.574090323,4313.0,0.65,224.9,1.5796,17.7,CONFIRMED
2.33,3.722158895,5617.0,0.806,757.4,1.9941,70.3,CONFIRMED
0.72,3.65034525,3704.0,0.45,253.2,1.527,6.0,CANDIDATE
1.25,10.778313,6726.0,1.258,90.7,5.256,12.5,CANDIDATE
9.06,169.4976085,5270.0,0.787,12192.0,7.77,82.8,CANDIDATE
3.7,5.93919041,6068.0,1.797,424.5,2.285,15.9,CANDIDATE
1.48,6.73968289,5511.0,1.176,142.0,4.183,15.4,CONFIRMED
0.42,0.527673075,5367.0,0.828,26.1,1.3693,2.3,FALSE POSITIVE
2.15,164.507439,5866.0,1.02,433.8,11.428,11.7,CANDIDATE
95.58,9.761172507,6468.0,2.048,205870.0,11.4007,3150.9,FALSE POSITIVE
1.16,5.11683678,5955.0,0.91,161.4,3.119,9.2,CANDIDATE
0.94,0.739404894,4205.0,0.624,246.8,1.753,21.0,FALSE POSITIVE
2.96,122.11555,5592.0,0.894,1104.0,16.07,12.2,CANDIDATE
3.33,52.8148051,5565.0,1.439,553.7,7.309,27.4,CONFIRMED
1.22,2.240486703,4198.0,0.574,436.3,1.3988,33.8,CONFIRMED
1.57,16.54081386,5064.0,0.769,370.0,2.5996,32.8,CONFIRMED
1.29,12.07134205,3713.0,0.47,759.2,4.3224,31.0,CONFIRMED
0.53,7.57299816,5495.0,0.961,30.2,2.645,10.9,CANDIDATE
1.39,1.146934644,5423.0,0.862,256.2,1.7247,19.7,FALSE POSITIVE
1.12,2.61841046,5912.0,0.82,180.2,3.304,24.8,FALSE POSITIVE
1.45,3.70429015,6732.0,1.927,55.7,3.37,15.9,CONFIRMED
2.45,14.58649856,6063.0,1.191,378.7,4.0249,53.0,CONFIRMED
17.96,14.0019064,4883.0,6.502,376.1,4.257,11.6,CANDIDATE
1.52,588.63759,5135.0,0.849,322.1,3.84,7.4,FALSE POSITIVE
1.75,8.77425786,5146.0,0.905,239.6,2.2245,22.3,CANDIDATE
157.82,2.470283788,7823.0,2.675,193830.0,7.8391,967.7,FALSE POSITIVE
1.93,18.6848377,4156.0,0.545,1251.5,3.7965,41.2,CONFIRMED
0.55,2.27050106,4671.0,0.528,106.7,1.903,15.9,CANDIDATE
3.0,455.62395,5883.0,0.892,1112.1,13.07,14.0,CANDIDATE
88.62,1.141877248,6158.0,1.368,309490.0,4.33931,2036.3,FALSE POSITIVE
1.08,0.566802672,5102.0,1.961,31.7,3.545,14.3,FALSE POSITIVE
43.73,0.752159702,5916.0,1.175,3425.0,2.3621,291.1,FALSE POSITIVE
2.2,397.73781,6194.0,1.02,460.8,13.08,8.8,FALSE POSITIVE
2.69,56.5732318,4701.0,0.775,688.5,4.188,21.6,CANDIDATE
1.26,119.72007,5963.0,1.176,115.6,9.48,9.0,FALSE POSITIVE
1.18,595.78152,5618.0,1.288,84.9,15.97,10.6,FALSE POSITIVE
1.15,16.2951259,4915.0,0.812,197.9,3.678,13.0,CONFIRMED
41.68,21.142458554,6079.0,0.945,73961.0,5.17846,3830.9,FALSE POSITIVE
36.7,67.451045,4847.0,2.191,7062.8,8.9387,205.4,FALSE POSITIVE
3.37,84.6877524,6688.0,1.79,347.7,10.0248,95.1,CONFIRMED
10.58,37.3683802,5101.0,6.422,206.6,2.8,8.8,FALSE POSITIVE
1.99,9.51220046,4224.0,0.603,1169.4,2.9497,31.9,CANDIDATE
2.41,173.219879,6007.0,1.518,239.5,1.875,5.7,FALSE POSITIVE
1.83,11.50528603,6355.0,1.108,260.2,2.098,11.4,FALSE POSITIVE
2.71,14.40090414,5815.0,1.198,379.6,4.1682,41.1,CONFIRMED
3.0,11.46347165,5456.0,0.943,1048.6,2.599,56.5,CONFIRMED
1.37,1.570592397,5519.0,0.921,214.4,0.623,29.7,CANDIDATE
0.93,7.7529342,5975.0,1.072,72.1,5.072,9.2,CANDIDATE
0.99,11.505879,6336.0,1.403,49.8,5.583,12.5,CANDIDATE
3.86,20.5736113,5440.0,4.524,76.0,11.222,12.3,FALSE POSITIVE
1.83,19.1644498,5877.0,2.234,63.8,3.553,8.9,FALSE POSITIVE
2.23,17.32670445,4955.0,0.721,800.0,4.269,34.8,CONFIRMED
0.7,4.25907841,5560.0,1.316,28.1,4.513,11.5,CANDIDATE
1.55,12.64504291,5607.0,0.886,200.4,9.117,32.7,CONFIRMED
3.02,35.6757453,6157.0,1.33,471.2,7.381,18.5,CONFIRMED
2.94,50.271927,6520.0,1.215,574.5,6.073,9.3,CANDIDATE
2.39,8.37159554,6426.0,1.775,98.0,5.252,16.6,CONFIRMED
3.91,0.603351522,6240.0,2.948,164.1,0.8358,20.6,FALSE POSITIVE
34.23,0.76757669,5182.0,0.627,157610.0,2.04757,431.3,CANDIDATE
2.07,0.936751792,7843.0,2.909,26.4,5.658,23.0,FALSE POSITIVE
1.03,1.4733245,5751.0,0.921,124.0,1.406,11.9,CANDIDATE
1.45,129.847318,6133.0,1.032,198.4,13.057,11.1,CANDIDATE
1.07,2.43135542,6231.0,0.955,123.6,1.401,9.3,CANDIDATE
5.5,41.43958662,5468.0,1.046,2793.1,10.5989,141.1,CONFIRMED
2.62,4.220965778,3837.0,0.517,2260.0,3.0854,157.8,CANDIDATE
4.65,7.71467686,6900.0,2.599,233.9,4.5871,33.3,CONFIRMED
19.06,0.678349364,5569.0,0.829,486.0,3.092,12.0,FALSE POSITIVE
17.47,7.544039,5657.0,0.824,322.6,6.222,14.2,FALSE POSITIVE
231.93,3.044771557,8199.0,3.163,487820.0,11.0593,3684.9,FALSE POSITIVE
